Flight Number,Origin,Destination,Departure Datetime,Arrival Datetime,Elapsed Minutes,Cheapest Price,Search URL,Error Status,Equipment
B6 66,ABQ,JFK,09/16/2025 11:59pm,09/16/2025 6:16am,257,$109,https://www.jetblue.com/booking/cb-flights?from=ABQ&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1151,ACK,BOS,09/16/2025 5:30pm,09/16/2025 6:46pm,76,$74,https://www.jetblue.com/booking/cb-flights?from=ACK&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2493,ACK,DCA,09/16/2025 12:30pm,09/16/2025 2:02pm,92,$169,https://www.jetblue.com/booking/cb-flights?from=ACK&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2665,ACK,HPN,09/16/2025 2:16pm,09/16/2025 3:20pm,64,$104,https://www.jetblue.com/booking/cb-flights?from=ACK&to=HPN&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 92,ACK,JFK,09/16/2025 3:42pm,09/16/2025 5:00pm,78,$139,https://www.jetblue.com/booking/cb-flights?from=ACK&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 87,ALB,FLL,09/16/2025 7:00am,09/16/2025 10:16am,196,$84,https://www.jetblue.com/booking/cb-flights?from=ALB&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 32,AMS,BOS,09/16/2025 11:20am,09/16/2025 1:35pm,495,$707,https://www.jetblue.com/booking/cb-flights?from=AMS&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2289,AMS,JFK,09/16/2025 1:40pm,09/16/2025 4:09pm,509,$707,https://www.jetblue.com/booking/cb-flights?from=AMS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1096,ATL,BOS,09/16/2025 8:45am,09/16/2025 11:23am,158,$84,https://www.jetblue.com/booking/cb-flights?from=ATL&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 896,ATL,BOS,09/16/2025 12:32pm,09/16/2025 3:45pm,193,$139,https://www.jetblue.com/booking/cb-flights?from=ATL&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 320,ATL,JFK,09/16/2025 7:45am,09/16/2025 9:59am,134,$65,https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 920,ATL,JFK,09/16/2025 1:49pm,09/16/2025 3:59pm,130,$65,https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 520,ATL,JFK,09/16/2025 7:15pm,09/16/2025 9:40pm,145,$65,https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 574,AUA,BOS,09/16/2025 2:20pm,09/16/2025 7:32pm,312,$279,https://www.jetblue.com/booking/cb-flights?from=AUA&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1058,AUA,JFK,09/16/2025 1:20pm,09/16/2025 6:00pm,280,$699,https://www.jetblue.com/booking/cb-flights?from=AUA&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 592,AUS,BOS,09/16/2025 12:33pm,09/16/2025 6:11pm,278,$119,https://www.jetblue.com/booking/cb-flights?from=AUS&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 204,BDA,BOS,09/16/2025 1:45pm,09/16/2025 3:38pm,173,$340,https://www.jetblue.com/booking/cb-flights?from=BDA&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 959,BDL,FLL,09/16/2025 7:00am,09/16/2025 10:08am,188,$89,https://www.jetblue.com/booking/cb-flights?from=BDL&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 737,BDL,FLL,09/16/2025 9:23am,09/16/2025 6:15pm,532,$206,https://www.jetblue.com/booking/cb-flights?from=BDL&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 676,BDL,JFK,09/16/2025 7:10am,09/16/2025 7:59am,49,$59,https://www.jetblue.com/booking/cb-flights?from=BDL&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 737,BDL,MCO,09/16/2025 9:23am,09/16/2025 12:20pm,177,$89,https://www.jetblue.com/booking/cb-flights?from=BDL&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 959,BDL,MCO,09/16/2025 7:00am,09/16/2025 5:35pm,635,$206,https://www.jetblue.com/booking/cb-flights?from=BDL&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1475,BDL,SJU,09/16/2025 8:15am,09/16/2025 12:04pm,229,$170,https://www.jetblue.com/booking/cb-flights?from=BDL&to=SJU&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 662,BGI,JFK,09/16/2025 3:23pm,09/16/2025 8:30pm,307,$254,https://www.jetblue.com/booking/cb-flights?from=BGI&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1806,BNA,BOS,09/16/2025 10:45am,09/16/2025 2:27pm,162,$74,https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1306,BNA,BOS,09/16/2025 3:08pm,09/16/2025 7:04pm,176,$74,https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1174,BNA,JFK,09/16/2025 1:53pm,09/16/2025 5:13pm,140,$64,https://www.jetblue.com/booking/cb-flights?from=BNA&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1352,BOS,ACK,09/16/2025 12:30pm,09/16/2025 1:21pm,51,$74,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ACK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 31,BOS,AMS,09/16/2025 10:23pm,09/16/2025 11:35am,432,$453,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AMS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1097,BOS,ATL,09/16/2025 8:50am,09/16/2025 11:46am,176,$124,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 697,BOS,ATL,09/16/2025 2:00pm,09/16/2025 4:53pm,173,$114,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2173,BOS,AUA,09/16/2025 8:00am,09/16/2025 1:00pm,300,$169,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AUA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 791,BOS,AUS,09/16/2025 8:15am,09/16/2025 11:48am,273,$165,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AUS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 203,BOS,BDA,09/16/2025 9:10am,09/16/2025 12:35pm,145,$194,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BDA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1807,BOS,BNA,09/16/2025 8:00am,09/16/2025 10:00am,180,$74,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1307,BOS,BNA,09/16/2025 12:24pm,09/16/2025 2:13pm,169,$74,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1215,BOS,BUF,09/16/2025 8:00am,09/16/2025 9:50am,110,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1115,BOS,BUF,09/16/2025 3:40pm,09/16/2025 5:15pm,95,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 715,BOS,BUF,09/16/2025 7:02pm,09/16/2025 9:00pm,118,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 33,BOS,CDG,09/16/2025 7:45pm,09/16/2025 9:15am,450,$399,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CDG&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 267,BOS,CHS,09/16/2025 9:50am,09/16/2025 12:37pm,167,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2067,BOS,CHS,09/16/2025 4:45pm,09/16/2025 7:37pm,172,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 641,BOS,CLE,09/16/2025 10:20am,09/16/2025 12:34pm,134,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1341,BOS,CLE,09/16/2025 6:45pm,09/16/2025 9:04pm,139,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 455,BOS,DCA,09/16/2025 6:20am,09/16/2025 7:59am,99,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2355,BOS,DCA,09/16/2025 8:00am,09/16/2025 9:59am,119,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1055,BOS,DCA,09/16/2025 9:20am,09/16/2025 11:10am,110,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 55,BOS,DCA,09/16/2025 11:15am,09/16/2025 12:59pm,104,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 855,BOS,DCA,09/16/2025 3:00pm,09/16/2025 4:47pm,107,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1955,BOS,DCA,09/16/2025 4:10pm,09/16/2025 6:04pm,114,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2255,BOS,DCA,09/16/2025 6:59pm,09/16/2025 8:55pm,116,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 393,BOS,DEN,09/16/2025 10:25am,09/16/2025 1:12pm,287,$144,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DEN&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 815,BOS,DFW,09/16/2025 8:20am,09/16/2025 11:49am,269,$114,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DFW&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1037,BOS,DTW,09/16/2025 7:45am,09/16/2025 9:58am,133,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1337,BOS,DTW,09/16/2025 6:40pm,09/16/2025 9:07pm,147,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 353,BOS,DUB,09/16/2025 9:45pm,09/16/2025 9:00am,375,$378,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DUB&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1079,BOS,EDI,09/16/2025 10:58pm,09/16/2025 10:10am,372,$289,https://www.jetblue.com/booking/cb-flights?from=BOS&to=EDI&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 569,BOS,FLL,09/16/2025 6:40am,09/16/2025 10:12am,212,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 69,BOS,FLL,09/16/2025 10:00am,09/16/2025 1:39pm,219,$59,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 369,BOS,FLL,09/16/2025 6:00pm,09/16/2025 9:48pm,228,$59,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2033,BOS,IAH,09/16/2025 10:19am,09/16/2025 1:40pm,261,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=IAH&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1293,BOS,ILM,09/16/2025 8:45am,09/16/2025 11:08am,143,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ILM&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 109,BOS,JAX,09/16/2025 8:45am,09/16/2025 11:55am,190,$69,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JAX&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 917,BOS,JFK,09/16/2025 5:23am,09/16/2025 6:40am,77,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 417,BOS,JFK,09/16/2025 7:08am,09/16/2025 8:30am,82,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1117,BOS,JFK,09/16/2025 10:01am,09/16/2025 11:29am,88,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 717,BOS,JFK,09/16/2025 12:20pm,09/16/2025 1:39pm,79,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 617,BOS,JFK,09/16/2025 2:45pm,09/16/2025 4:07pm,82,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 517,BOS,JFK,09/16/2025 5:19pm,09/16/2025 6:59pm,100,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1617,BOS,JFK,09/16/2025 7:05pm,09/16/2025 8:54pm,109,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 317,BOS,JFK,09/16/2025 8:30pm,09/16/2025 10:12pm,102,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1177,BOS,LAS,09/16/2025 8:00am,09/16/2025 10:59am,359,$389,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 977,BOS,LAS,09/16/2025 4:15pm,09/16/2025 7:20pm,365,$164,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 777,BOS,LAS,09/16/2025 7:09pm,09/16/2025 10:22pm,373,$154,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 287,BOS,LAX,09/16/2025 7:00am,09/16/2025 10:14am,374,$119,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 687,BOS,LAX,09/16/2025 9:00am,09/16/2025 12:18pm,378,$189,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 387,BOS,LAX,09/16/2025 2:45pm,09/16/2025 6:01pm,376,$189,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 187,BOS,LAX,09/16/2025 6:59pm,09/16/2025 10:31pm,392,$164,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2104,BOS,LGW,09/16/2025 9:48pm,09/16/2025 9:35am,407,$258,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LGW&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1620,BOS,LHR,09/16/2025 6:23pm,09/16/2025 6:30am,427,$258,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LHR&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2261,BOS,MAD,09/16/2025 10:45pm,09/16/2025 11:30am,405,$528,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MAD&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 351,BOS,MCO,09/16/2025 6:00am,09/16/2025 9:15am,195,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 631,BOS,MCO,09/16/2025 8:00am,09/16/2025 11:30am,210,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2051,BOS,MCO,09/16/2025 11:45am,09/16/2025 3:08pm,203,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1451,BOS,MCO,09/16/2025 1:10pm,09/16/2025 4:25pm,195,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 451,BOS,MCO,09/16/2025 4:50pm,09/16/2025 8:19pm,209,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 301,BOS,MSY,09/16/2025 8:45am,09/16/2025 11:36am,231,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MSY&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 311,BOS,ORD,09/16/2025 7:00am,09/16/2025 8:56am,176,$99,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ORD&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1813,BOS,ORF,09/16/2025 8:00am,09/16/2025 9:56am,116,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ORF&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 21,BOS,PBI,09/16/2025 7:00am,09/16/2025 10:23am,203,$79,https://www.jetblue.com/booking/cb-flights?from=BOS&to=PBI&depart=09%2F16%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
