Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type
B6 1233,MCO,SJU,09/10/2025 9:40am,09/10/2025 12:38pm,178,$295,https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1133,MCO,SJU,09/10/2025 2:02pm,09/10/2025 5:02pm,180,$295,https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 133,MCO,SJU,09/10/2025 5:55pm,09/10/2025 8:53pm,178,$260,https://www.jetblue.com/booking/flights?from=MCO&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1405,MCO,SDQ,09/10/2025 6:00am,09/10/2025 8:34am,154,$144,https://www.jetblue.com/booking/flights?from=MCO&to=SDQ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1013,MCO,CUN,09/10/2025 1:14pm,09/10/2025 2:20pm,126,$122,https://www.jetblue.com/booking/flights?from=MCO&to=CUN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 770,MCO,RIC,09/10/2025 1:10pm,09/10/2025 3:15pm,125,$49,https://www.jetblue.com/booking/flights?from=MCO&to=RIC&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1077,MCO,PUJ,09/10/2025 9:40am,09/10/2025 12:25pm,165,$134,https://www.jetblue.com/booking/flights?from=MCO&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1144,MCO,MHT,09/10/2025 10:10am,09/10/2025 1:05pm,175,$74,https://www.jetblue.com/booking/flights?from=MCO&to=MHT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 521,MCO,MBJ,09/10/2025 11:00am,09/10/2025 12:05pm,125,$124,https://www.jetblue.com/booking/flights?from=MCO&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 598,MCO,LGA,09/10/2025 6:25am,09/10/2025 8:58am,153,$59,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 698,MCO,LGA,09/10/2025 1:15pm,09/10/2025 3:53pm,158,$59,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1098,MCO,LGA,09/10/2025 3:50pm,09/10/2025 6:30pm,160,$59,https://www.jetblue.com/booking/flights?from=MCO&to=LGA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 184,MCO,JFK,09/10/2025 10:12am,09/10/2025 12:48pm,156,$109,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1084,MCO,JFK,09/10/2025 1:30pm,09/10/2025 4:09pm,159,$89,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2984,MCO,JFK,09/10/2025 4:00pm,09/10/2025 6:45pm,165,$59,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1284,MCO,JFK,09/10/2025 7:17pm,09/10/2025 9:59pm,162,$59,https://www.jetblue.com/booking/flights?from=MCO&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 546,MCO,ISP,09/10/2025 12:38pm,09/10/2025 3:23pm,165,$49,https://www.jetblue.com/booking/flights?from=MCO&to=ISP&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 94,MCO,HPN,09/10/2025 9:16am,09/10/2025 11:59am,163,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 194,MCO,HPN,09/10/2025 11:46am,09/10/2025 2:29pm,163,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1694,MCO,HPN,09/10/2025 4:19pm,09/10/2025 7:04pm,165,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1294,MCO,HPN,09/10/2025 8:21pm,09/10/2025 11:06pm,165,$69,https://www.jetblue.com/booking/flights?from=MCO&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2028,MCO,EWR,09/10/2025 10:05am,09/10/2025 12:49pm,164,$64,https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1728,MCO,EWR,09/10/2025 5:00pm,09/10/2025 7:46pm,166,$64,https://www.jetblue.com/booking/flights?from=MCO&to=EWR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2875,MCO,PVD,09/10/2025 5:10pm,09/10/2025 8:02pm,172,$114,https://www.jetblue.com/booking/flights?from=MCO&to=PVD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 888,LAX,BOS,09/10/2025 6:00am,09/10/2025 2:34pm,334,$279,https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 288,LAX,BOS,09/10/2025 9:00am,09/10/2025 5:59pm,359,$189,https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 188,LAX,BOS,09/10/2025 1:30pm,09/10/2025 10:27pm,357,$279,https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 988,LAX,BOS,09/10/2025 9:45pm,09/10/2025 6:25am,340,$319,https://www.jetblue.com/booking/flights?from=LAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1529,JFK,RSW,09/10/2025 7:29am,09/10/2025 10:41am,192,$59,https://www.jetblue.com/booking/flights?from=JFK&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2129,JFK,RSW,09/10/2025 2:30pm,09/10/2025 5:44pm,194,$59,https://www.jetblue.com/booking/flights?from=JFK&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 608,LAS,FLL,09/10/2025 11:40pm,09/10/2025 7:20am,280,$79,https://www.jetblue.com/booking/flights?from=LAS&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 869,JFK,PUJ,09/10/2025 6:25am,09/10/2025 10:15am,230,$134,https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 169,JFK,PUJ,09/10/2025 8:05am,09/10/2025 12:11pm,246,$171,https://www.jetblue.com/booking/flights?from=JFK&to=PUJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 117,JFK,POS,09/10/2025 9:29am,09/10/2025 2:34pm,305,$154,https://www.jetblue.com/booking/flights?from=JFK&to=POS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 627,JFK,POP,09/10/2025 10:30am,09/10/2025 2:09pm,219,$246,https://www.jetblue.com/booking/flights?from=JFK&to=POP&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2195,JFK,PIT,09/10/2025 3:30pm,09/10/2025 5:10pm,100,$54,https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1195,JFK,PIT,09/10/2025 10:00pm,09/10/2025 11:48pm,108,$54,https://www.jetblue.com/booking/flights?from=JFK&to=PIT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 135,JFK,PHX,09/10/2025 8:00pm,09/10/2025 10:29pm,329,$99,https://www.jetblue.com/booking/flights?from=JFK&to=PHX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 953,JFK,PBI,09/10/2025 6:30am,09/10/2025 9:21am,171,$69,https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 125,JFK,PBI,09/10/2025 2:00pm,09/10/2025 5:12pm,192,$109,https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1053,JFK,PBI,09/10/2025 6:30pm,09/10/2025 9:34pm,184,$69,https://www.jetblue.com/booking/flights?from=JFK&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 905,JFK,ORD,09/10/2025 11:00am,09/10/2025 12:42pm,162,$119,https://www.jetblue.com/booking/flights?from=JFK&to=ORD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 355,JFK,ONT,09/10/2025 6:35pm,09/10/2025 9:29pm,354,$119,https://www.jetblue.com/booking/flights?from=JFK&to=ONT&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1128,JFK,PVD,09/10/2025 10:00pm,09/10/2025 11:12pm,72,$59,https://www.jetblue.com/booking/flights?from=JFK&to=PVD&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1338,JFK,MVY,09/10/2025 9:30am,09/10/2025 10:39am,69,$149,https://www.jetblue.com/booking/flights?from=JFK&to=MVY&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 779,JFK,MBJ,09/10/2025 8:50am,09/10/2025 11:54am,244,$271,https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 479,JFK,MBJ,09/10/2025 12:20pm,09/10/2025 3:19pm,239,$236,https://www.jetblue.com/booking/flights?from=JFK&to=MBJ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1107,JFK,LHR,09/10/2025 8:45am,09/10/2025 8:45pm,420,$284,https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 7,JFK,LHR,09/10/2025 8:59pm,09/10/2025 9:30am,451,$199,https://www.jetblue.com/booking/flights?from=JFK&to=LHR&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 123,JFK,LAX,09/10/2025 6:00am,09/10/2025 8:55am,355,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 223,JFK,LAX,09/10/2025 7:02am,09/10/2025 9:59am,357,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 323,JFK,LAX,09/10/2025 8:15am,09/10/2025 11:14am,359,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 523,JFK,LAX,09/10/2025 9:20am,09/10/2025 12:15pm,355,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 423,JFK,LAX,09/10/2025 12:15pm,09/10/2025 3:09pm,354,$204,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1023,JFK,LAX,09/10/2025 4:30pm,09/10/2025 7:29pm,359,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1523,JFK,LAX,09/10/2025 6:00pm,09/10/2025 9:05pm,365,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 823,JFK,LAX,09/10/2025 8:00pm,09/10/2025 11:08pm,368,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1223,JFK,LAX,09/10/2025 9:09pm,09/10/2025 12:09am,360,$119,https://www.jetblue.com/booking/flights?from=JFK&to=LAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 411,JFK,LAS,09/10/2025 6:30am,09/10/2025 8:57am,327,$99,https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 511,JFK,LAS,09/10/2025 9:50am,09/10/2025 12:25pm,335,$179,https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1211,JFK,LAS,09/10/2025 12:00pm,09/10/2025 2:33pm,333,$99,https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1811,JFK,LAS,09/10/2025 3:29pm,09/10/2025 6:10pm,341,$99,https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 711,JFK,LAS,09/10/2025 6:45pm,09/10/2025 9:22pm,337,$99,https://www.jetblue.com/booking/flights?from=JFK&to=LAS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2,JFK,KIN,09/10/2025 5:01am,09/10/2025 7:53am,232,$278,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1759,JFK,KIN,09/10/2025 3:30pm,09/10/2025 6:34pm,244,$253,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 59,JFK,KIN,09/10/2025 10:00pm,09/10/2025 1:10am,250,$208,https://www.jetblue.com/booking/flights?from=JFK&to=KIN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2677,JFK,JAX,09/10/2025 8:00am,09/10/2025 10:40am,160,$69,https://www.jetblue.com/booking/flights?from=JFK&to=JAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 677,JFK,JAX,09/10/2025 1:45pm,09/10/2025 4:17pm,152,$84,https://www.jetblue.com/booking/flights?from=JFK&to=JAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1963,JFK,HYA,09/10/2025 8:20am,09/10/2025 9:31am,71,$84,https://www.jetblue.com/booking/flights?from=JFK&to=HYA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1339,MVY,JFK,09/10/2025 11:24am,09/10/2025 12:29pm,65,$349,https://www.jetblue.com/booking/flights?from=MVY&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 183,JFK,MCO,09/10/2025 8:20am,09/10/2025 11:15am,175,$89,https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 83,JFK,MCO,09/10/2025 12:00pm,09/10/2025 2:59pm,179,$89,https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 483,JFK,MCO,09/10/2025 2:45pm,09/10/2025 5:49pm,184,$59,https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 883,JFK,MCO,09/10/2025 5:30pm,09/10/2025 8:31pm,181,$59,https://www.jetblue.com/booking/flights?from=JFK&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 448,LAS,JFK,09/10/2025 7:00am,09/10/2025 2:58pm,298,$99,https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 348,LAS,JFK,09/10/2025 1:35pm,09/10/2025 9:43pm,308,$99,https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2348,LAS,JFK,09/10/2025 3:55pm,09/10/2025 11:57pm,302,$99,https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1848,LAS,JFK,09/10/2025 8:44pm,09/10/2025 4:46am,302,$99,https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 948,LAS,JFK,09/10/2025 11:59pm,09/10/2025 7:59am,300,$169,https://www.jetblue.com/booking/flights?from=LAS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 508,JFK,PWM,09/10/2025 12:00pm,09/10/2025 1:22pm,82,$59,https://www.jetblue.com/booking/flights?from=JFK&to=PWM&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 186,JFK,ROC,09/10/2025 11:20am,09/10/2025 12:43pm,83,$59,https://www.jetblue.com/booking/flights?from=JFK&to=ROC&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
