Origin,Destination,Departure Date,Flight Number,Departure Time,Arrival Time,Duration,Price,Stops,Route Type,Distance (MI)
"AUS","BOS","09/10/2025 12:33pm","B6 592","09/10/2025 6:11pm","278","$165","https://www.jetblue.com/booking/cb-flights?from=AUS&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1696"
"AUA","BOS","09/10/2025 2:20pm","B6 574","09/10/2025 7:32pm","312","$279","https://www.jetblue.com/booking/cb-flights?from=AUA&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2064"
"BNA","BOS","09/10/2025 10:45am","B6 1806","09/10/2025 2:27pm","162","$89","https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"BNA","BOS","09/10/2025 3:08pm","B6 1306","09/10/2025 7:04pm","176","$194","https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"BNA","BOS","09/10/2025 7:35pm","B6 506","09/10/2025 11:12pm","157","$74","https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"ATL","JFK","09/10/2025 7:45am","B6 320","09/10/2025 9:59am","134","$65","https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","759"
"ATL","JFK","09/10/2025 1:49pm","B6 920","09/10/2025 3:59pm","130","$89","https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","759"
"ATL","JFK","09/10/2025 7:15pm","B6 520","09/10/2025 9:40pm","145","$65","https://www.jetblue.com/booking/cb-flights?from=ATL&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","759"
"AMS","JFK","09/10/2025 1:40pm","B6 2289","09/10/2025 4:09pm","509","$578","https://www.jetblue.com/booking/cb-flights?from=AMS&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3634"
"AMS","BOS","09/10/2025 11:20am","B6 32","09/10/2025 1:35pm","495","$462","https://www.jetblue.com/booking/cb-flights?from=AMS&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3447"
"ACK","JFK","09/10/2025 3:42pm","B6 92","09/10/2025 5:00pm","78","$124","https://www.jetblue.com/booking/cb-flights?from=ACK&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","199"
"ACK","HPN","09/10/2025 2:16pm","B6 2665","09/10/2025 3:20pm","64","$104","https://www.jetblue.com/booking/cb-flights?from=ACK&to=HPN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","190"
"ACK","DCA","09/10/2025 12:30pm","B6 2493","09/10/2025 2:02pm","92","$89","https://www.jetblue.com/booking/cb-flights?from=ACK&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","405"
"ACK","BOS","09/10/2025 5:30pm","B6 1151","09/10/2025 6:46pm","76","$74","https://www.jetblue.com/booking/cb-flights?from=ACK&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","91"
"ABQ","JFK","09/10/2025 11:59pm","B6 66","09/10/2025 6:16am","257","$109","https://www.jetblue.com/booking/cb-flights?from=ABQ&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1822"
"JFK","GND","09/10/2025 9:35am","B6 149","09/10/2025 2:34pm","299","$179","https://www.jetblue.com/booking/cb-flights?from=JFK&to=GND&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2109"
"ATL","BOS","09/10/2025 8:45am","B6 1096","09/10/2025 11:23am","158","$550","https://www.jetblue.com/booking/cb-flights?from=ATL&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"ATL","BOS","09/10/2025 12:32pm","B6 896","09/10/2025 3:45pm","193","$154","https://www.jetblue.com/booking/cb-flights?from=ATL&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"DCA","FLL","09/10/2025 11:00am","B6 579","09/10/2025 1:33pm","153","$94","https://www.jetblue.com/booking/cb-flights?from=DCA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","901"
"DCA","FLL","09/10/2025 8:19pm","B6 1979","09/10/2025 10:59pm","160","$84","https://www.jetblue.com/booking/cb-flights?from=DCA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","901"
"DCA","FLL","09/10/2025 10:05am","B6 1923","09/10/2025 6:15pm","490","$196","https://www.jetblue.com/booking/cb-flights?from=DCA&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","901"
"BNA","JFK","09/10/2025 7:08am","B6 1074","09/10/2025 10:29am","141","$64","https://www.jetblue.com/booking/cb-flights?from=BNA&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","764"
"BNA","JFK","09/10/2025 1:53pm","B6 1174","09/10/2025 5:13pm","140","$64","https://www.jetblue.com/booking/cb-flights?from=BNA&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","764"
"BOS","JAX","09/10/2025 8:45am","B6 109","09/10/2025 11:55am","190","$69","https://www.jetblue.com/booking/cb-flights?from=BOS&to=JAX&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1011"
"BOS","ILM","09/10/2025 8:45am","B6 1293","09/10/2025 11:08am","143","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=ILM&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","672"
"BOS","IAH","09/10/2025 10:19am","B6 2033","09/10/2025 1:40pm","261","$119","https://www.jetblue.com/booking/cb-flights?from=BOS&to=IAH&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1595"
"BOS","EDI","09/10/2025 10:58pm","B6 1079","09/10/2025 10:10am","372","$353","https://www.jetblue.com/booking/cb-flights?from=BOS&to=EDI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3061"
"BOS","DTW","09/10/2025 7:45am","B6 1037","09/10/2025 9:58am","133","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","631"
"BOS","DTW","09/10/2025 6:40pm","B6 1337","09/10/2025 9:07pm","147","$149","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","631"
"BOS","DFW","09/10/2025 8:20am","B6 815","09/10/2025 11:49am","269","$114","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DFW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1559"
"BOS","DEN","09/10/2025 10:25am","B6 393","09/10/2025 1:12pm","287","$144","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DEN&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1750"
"BOS","ACK","09/10/2025 12:30pm","B6 1352","09/10/2025 1:21pm","51","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=ACK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","91"
"BOS","DCA","09/10/2025 6:20am","B6 455","09/10/2025 7:59am","99","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 8:00am","B6 2355","09/10/2025 9:59am","119","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 9:20am","B6 1055","09/10/2025 11:10am","110","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 11:15am","B6 55","09/10/2025 12:59pm","104","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 3:15pm","B6 855","09/10/2025 5:00pm","105","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 4:10pm","B6 1955","09/10/2025 6:04pm","114","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","DCA","09/10/2025 6:59pm","B6 2255","09/10/2025 8:55pm","116","$79","https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","399"
"BOS","CHS","09/10/2025 9:50am","B6 267","09/10/2025 12:37pm","167","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","819"
"BOS","CHS","09/10/2025 4:45pm","B6 2067","09/10/2025 7:37pm","172","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","819"
"BOS","CDG","09/10/2025 7:45pm","B6 33","09/10/2025 9:15am","450","$324","https://www.jetblue.com/booking/cb-flights?from=BOS&to=CDG&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","3439"
"BOS","BUF","09/10/2025 8:00am","B6 1215","09/10/2025 9:50am","110","$64","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","394"
"BOS","BUF","09/10/2025 7:02pm","B6 715","09/10/2025 9:00pm","118","$64","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","394"
"BOS","BNA","09/10/2025 8:00am","B6 1807","09/10/2025 10:00am","180","$74","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"BOS","BNA","09/10/2025 12:24pm","B6 1307","09/10/2025 2:13pm","169","$74","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"BOS","BNA","09/10/2025 4:35pm","B6 507","09/10/2025 6:40pm","185","$74","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","941"
"BOS","BDA","09/10/2025 9:10am","B6 203","09/10/2025 12:35pm","145","$194","https://www.jetblue.com/booking/cb-flights?from=BOS&to=BDA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","773"
"BOS","AUS","09/10/2025 8:15am","B6 791","09/10/2025 11:48am","273","$81","https://www.jetblue.com/booking/cb-flights?from=BOS&to=AUS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1696"
"BOS","ATL","09/10/2025 8:50am","B6 1097","09/10/2025 11:46am","176","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"BOS","ATL","09/10/2025 2:00pm","B6 697","09/10/2025 4:53pm","173","$139","https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","945"
"BOS","CLE","09/10/2025 10:20am","B6 641","09/10/2025 12:34pm","134","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","561"
"BOS","CLE","09/10/2025 6:45pm","B6 1341","09/10/2025 9:04pm","139","$84","https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","561"
"DCA","JFK","09/10/2025 6:19am","B6 254","09/10/2025 7:30am","71","$74","https://www.jetblue.com/booking/cb-flights?from=DCA&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","213"
"DCA","JFK","09/10/2025 5:55pm","B6 1254","09/10/2025 7:09pm","74","$74","https://www.jetblue.com/booking/cb-flights?from=DCA&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","213"
"DCA","PBI","09/10/2025 6:58pm","B6 23","09/10/2025 9:23pm","145","$79","https://www.jetblue.com/booking/cb-flights?from=DCA&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","859"
"JAX","JFK","09/10/2025 11:25am","B6 2678","09/10/2025 1:42pm","137","$84","https://www.jetblue.com/booking/cb-flights?from=JAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","829"
"JAX","JFK","09/10/2025 5:12pm","B6 678","09/10/2025 7:29pm","137","$74","https://www.jetblue.com/booking/cb-flights?from=JAX&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","829"
"JAX","BOS","09/10/2025 1:00pm","B6 1310","09/10/2025 4:12pm","192","$69","https://www.jetblue.com/booking/cb-flights?from=JAX&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1011"
"ISP","PBI","09/10/2025 1:55pm","B6 545","09/10/2025 4:42pm","167","$79","https://www.jetblue.com/booking/cb-flights?from=ISP&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1054"
"ISP","MCO","09/10/2025 4:19pm","B6 547","09/10/2025 7:07pm","168","$53","https://www.jetblue.com/booking/cb-flights?from=ISP&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","972"
"ISP","MCO","09/10/2025 11:35am","B6 513","09/10/2025 9:45pm","610","$191","https://www.jetblue.com/booking/cb-flights?from=ISP&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","972"
"ISP","FLL","09/10/2025 11:35am","B6 513","09/10/2025 2:28pm","173","$69","https://www.jetblue.com/booking/cb-flights?from=ISP&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1094"
"ILM","BOS","09/10/2025 11:55am","B6 1290","09/10/2025 2:00pm","125","$79","https://www.jetblue.com/booking/cb-flights?from=ILM&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","672"
"IAH","BOS","09/10/2025 2:35pm","B6 932","09/10/2025 7:48pm","253","$119","https://www.jetblue.com/booking/cb-flights?from=IAH&to=BOS&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1595"
"HYA","JFK","09/10/2025 10:16am","B6 1964","09/10/2025 11:29am","73","$112","https://www.jetblue.com/booking/cb-flights?from=HYA&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","195"
"HPN","TPA","09/10/2025 7:30am","B6 1447","09/10/2025 10:18am","168","$160","https://www.jetblue.com/booking/cb-flights?from=HPN&to=TPA&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1033"
"HPN","SJU","09/10/2025 8:00am","B6 2601","09/10/2025 11:45am","225","$152","https://www.jetblue.com/booking/cb-flights?from=HPN&to=SJU&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1629"
"HPN","RSW","09/10/2025 7:00am","B6 1551","09/10/2025 9:56am","176","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1104"
"HPN","RSW","09/10/2025 2:35pm","B6 1251","09/10/2025 5:40pm","185","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=RSW&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1104"
"HPN","PBI","09/10/2025 6:30am","B6 1067","09/10/2025 9:14am","164","$99","https://www.jetblue.com/booking/cb-flights?from=HPN&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1058"
"HPN","PBI","09/10/2025 10:55am","B6 1167","09/10/2025 1:49pm","174","$143","https://www.jetblue.com/booking/cb-flights?from=HPN&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1058"
"HPN","PBI","09/10/2025 4:29pm","B6 1767","09/10/2025 7:29pm","180","$99","https://www.jetblue.com/booking/cb-flights?from=HPN&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1058"
"HPN","PBI","09/10/2025 6:30pm","B6 1567","09/10/2025 9:25pm","175","$99","https://www.jetblue.com/booking/cb-flights?from=HPN&to=PBI&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1058"
"HPN","MCO","09/10/2025 9:00am","B6 2695","09/10/2025 11:45am","165","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"HPN","MCO","09/10/2025 1:00pm","B6 595","09/10/2025 3:48pm","168","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"HPN","MCO","09/10/2025 3:59pm","B6 495","09/10/2025 6:54pm","175","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"HPN","MCO","09/10/2025 7:59pm","B6 195","09/10/2025 10:47pm","168","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"HPN","MCO","09/10/2025 9:39am","B6 813","09/10/2025 7:25pm","586","$216","https://www.jetblue.com/booking/cb-flights?from=HPN&to=MCO&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","973"
"HPN","FLL","09/10/2025 9:39am","B6 813","09/10/2025 12:35pm","176","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1100"
"HPN","FLL","09/10/2025 8:55pm","B6 613","09/10/2025 11:49pm","174","$79","https://www.jetblue.com/booking/cb-flights?from=HPN&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1100"
"HPN","FLL","09/10/2025 9:00am","B6 2695","09/10/2025 6:15pm","555","$206","https://www.jetblue.com/booking/cb-flights?from=HPN&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1100"
"HPN","ACK","09/10/2025 8:59am","B6 2121","09/10/2025 10:00am","61","$104","https://www.jetblue.com/booking/cb-flights?from=HPN&to=ACK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","190"
"GYE","JFK","09/10/2025 9:30pm","B6 1770","09/10/2025 5:02am","392","$992","https://www.jetblue.com/booking/cb-flights?from=GYE&to=JFK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","2982"
"GYE","FLL","09/10/2025 2:40pm","B6 1256","09/10/2025 8:09pm","269","$289","https://www.jetblue.com/booking/cb-flights?from=GYE&to=FLL&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1951"
"JFK","ABQ","09/10/2025 8:00pm","B6 65","09/10/2025 10:48pm","288","$109","https://www.jetblue.com/booking/cb-flights?from=JFK&to=ABQ&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","1822"
"JFK","ACK","09/10/2025 12:15pm","B6 2091","09/10/2025 1:32pm","77","$159","https://www.jetblue.com/booking/cb-flights?from=JFK&to=ACK&depart=09%2F10%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false","OK","","199"
