Flight Number,Origin,Destination,Departure Datetime,Arrival Datetime,Elapsed Minutes,Cheapest Price,Search URL,Error Status,Equipment
B6 1694,MCO,HPN,11/30/2025 4:42pm,11/30/2025 7:29pm,167,$745,https://www.jetblue.com/booking/cb-flights?from=MCO&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1294,MCO,HPN,11/30/2025 8:48pm,11/30/2025 11:29pm,161,$340,https://www.jetblue.com/booking/cb-flights?from=MCO&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 714,MCO,HPN,11/30/2025 2:25pm,11/30/2025 10:54pm,509,$472,https://www.jetblue.com/booking/cb-flights?from=MCO&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 546,MCO,ISP,11/30/2025 7:15am,11/30/2025 9:55am,160,$636,https://www.jetblue.com/booking/cb-flights?from=MCO&to=ISP&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 921,MCO,MBJ,11/30/2025 3:04pm,11/30/2025 5:10pm,126,$132,https://www.jetblue.com/booking/cb-flights?from=MCO&to=MBJ&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 621,MCO,MBJ,11/30/2025 4:21pm,11/30/2025 6:25pm,124,$132,https://www.jetblue.com/booking/cb-flights?from=MCO&to=MBJ&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 827,MCO,MBJ,11/30/2025 4:20pm,11/30/2025 8:17am,957,$219,https://www.jetblue.com/booking/cb-flights?from=MCO&to=MBJ&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1144,MCO,MHT,11/30/2025 11:09am,11/30/2025 2:11pm,182,$527,https://www.jetblue.com/booking/cb-flights?from=MCO&to=MHT&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1344,MCO,MHT,11/30/2025 12:20pm,11/30/2025 9:47pm,567,$751,https://www.jetblue.com/booking/cb-flights?from=MCO&to=MHT&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 241,MCO,NAS,11/30/2025 11:13am,11/30/2025 12:40pm,87,$89,https://www.jetblue.com/booking/cb-flights?from=MCO&to=NAS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 488,MCO,ORH,11/30/2025 7:30am,11/30/2025 10:22am,172,$458,https://www.jetblue.com/booking/cb-flights?from=MCO&to=ORH&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 467,MCO,PSE,11/30/2025 5:01am,11/30/2025 8:53am,172,$231,https://www.jetblue.com/booking/cb-flights?from=MCO&to=PSE&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 767,MCO,PSE,11/30/2025 11:59pm,11/30/2025 3:51am,172,$256,https://www.jetblue.com/booking/cb-flights?from=MCO&to=PSE&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1695,MCO,SJO,11/30/2025 8:35am,11/30/2025 10:51am,196,$142,https://www.jetblue.com/booking/cb-flights?from=MCO&to=SJO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 995,MCO,SJO,11/30/2025 12:35pm,11/30/2025 2:54pm,199,$227,https://www.jetblue.com/booking/cb-flights?from=MCO&to=SJO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1265,MCO,STI,11/30/2025 5:01am,11/30/2025 8:19am,138,$171,https://www.jetblue.com/booking/cb-flights?from=MCO&to=STI&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 40,MDE,FLL,11/30/2025 2:25pm,11/30/2025 5:56pm,211,$487,https://www.jetblue.com/booking/cb-flights?from=MDE&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1704,MDE,SJU,11/30/2025 3:55pm,11/30/2025 7:46pm,171,$684,https://www.jetblue.com/booking/cb-flights?from=MDE&to=SJU&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1343,MHT,FLL,11/30/2025 3:20pm,11/30/2025 6:42pm,202,$355,https://www.jetblue.com/booking/cb-flights?from=MHT&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1143,MHT,FLL,11/30/2025 7:05am,11/30/2025 3:44pm,519,$446,https://www.jetblue.com/booking/cb-flights?from=MHT&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1143,MHT,MCO,11/30/2025 7:05am,11/30/2025 10:19am,194,$329,https://www.jetblue.com/booking/cb-flights?from=MHT&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 400,MSY,BOS,11/30/2025 12:21pm,11/30/2025 4:40pm,199,$692,https://www.jetblue.com/booking/cb-flights?from=MSY&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 576,MSY,JFK,11/30/2025 5:03pm,11/30/2025 9:00pm,177,$623,https://www.jetblue.com/booking/cb-flights?from=MSY&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2694,NAS,FLL,11/30/2025 10:15am,11/30/2025 11:21am,66,$370,https://www.jetblue.com/booking/cb-flights?from=NAS&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 794,NAS,FLL,11/30/2025 1:14pm,11/30/2025 2:20pm,66,$454,https://www.jetblue.com/booking/cb-flights?from=NAS&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2194,NAS,FLL,11/30/2025 2:59pm,11/30/2025 4:09pm,70,$370,https://www.jetblue.com/booking/cb-flights?from=NAS&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 694,NAS,FLL,11/30/2025 5:15pm,11/30/2025 6:21pm,66,$322,https://www.jetblue.com/booking/cb-flights?from=NAS&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 240,NAS,MCO,11/30/2025 1:47pm,11/30/2025 3:16pm,89,$411,https://www.jetblue.com/booking/cb-flights?from=NAS&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 312,ORD,BOS,11/30/2025 11:30am,11/30/2025 2:55pm,145,$539,https://www.jetblue.com/booking/cb-flights?from=ORD&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1012,ORD,BOS,11/30/2025 8:55pm,11/30/2025 12:23am,148,$539,https://www.jetblue.com/booking/cb-flights?from=ORD&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1306,ORD,JFK,11/30/2025 8:04am,11/30/2025 11:19am,135,$393,https://www.jetblue.com/booking/cb-flights?from=ORD&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2106,ORD,JFK,11/30/2025 1:25pm,11/30/2025 4:42pm,137,$462,https://www.jetblue.com/booking/cb-flights?from=ORD&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2119,ORH,FLL,11/30/2025 7:20pm,11/30/2025 10:36pm,196,$325,https://www.jetblue.com/booking/cb-flights?from=ORH&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 987,ORH,FLL,11/30/2025 11:07am,11/30/2025 7:44pm,517,$442,https://www.jetblue.com/booking/cb-flights?from=ORH&to=FLL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 987,ORH,MCO,11/30/2025 11:07am,11/30/2025 2:16pm,189,$320,https://www.jetblue.com/booking/cb-flights?from=ORH&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2833,ORH,RSW,11/30/2025 10:01am,11/30/2025 1:23pm,202,$285,https://www.jetblue.com/booking/cb-flights?from=ORH&to=RSW&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1142,PBI,BDL,11/30/2025 9:09am,11/30/2025 11:56am,167,$389,https://www.jetblue.com/booking/cb-flights?from=PBI&to=BDL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1242,PBI,BDL,11/30/2025 5:26pm,11/30/2025 8:25pm,179,$389,https://www.jetblue.com/booking/cb-flights?from=PBI&to=BDL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 342,PBI,BDL,11/30/2025 7:56pm,11/30/2025 10:49pm,173,$389,https://www.jetblue.com/booking/cb-flights?from=PBI&to=BDL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 144,PBI,EWR,11/30/2025 10:09am,11/30/2025 1:00pm,171,$751,https://www.jetblue.com/booking/cb-flights?from=PBI&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2144,PBI,EWR,11/30/2025 6:08pm,11/30/2025 9:01pm,173,$515,https://www.jetblue.com/booking/cb-flights?from=PBI&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 444,PBI,EWR,11/30/2025 7:09pm,11/30/2025 10:00pm,171,$607,https://www.jetblue.com/booking/cb-flights?from=PBI&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1044,PBI,EWR,11/30/2025 9:30pm,11/30/2025 12:17am,167,$315,https://www.jetblue.com/booking/cb-flights?from=PBI&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 968,PBI,HPN,11/30/2025 6:15am,11/30/2025 9:02am,167,$327,https://www.jetblue.com/booking/cb-flights?from=PBI&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1068,PBI,HPN,11/30/2025 12:40pm,11/30/2025 3:33pm,173,$698,https://www.jetblue.com/booking/cb-flights?from=PBI&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1468,PBI,HPN,11/30/2025 6:40pm,11/30/2025 9:32pm,172,$572,https://www.jetblue.com/booking/cb-flights?from=PBI&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1368,PBI,HPN,11/30/2025 7:40pm,11/30/2025 10:31pm,171,$395,https://www.jetblue.com/booking/cb-flights?from=PBI&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 668,PBI,HPN,11/30/2025 8:40pm,11/30/2025 11:34pm,174,$327,https://www.jetblue.com/booking/cb-flights?from=PBI&to=HPN&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 544,PBI,ISP,11/30/2025 11:25am,11/30/2025 2:08pm,163,$780,https://www.jetblue.com/booking/cb-flights?from=PBI&to=ISP&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 344,PBI,ISP,11/30/2025 2:23pm,11/30/2025 5:08pm,165,$573,https://www.jetblue.com/booking/cb-flights?from=PBI&to=ISP&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 962,PBI,LGA,11/30/2025 7:50am,11/30/2025 10:33am,163,$589,https://www.jetblue.com/booking/cb-flights?from=PBI&to=LGA&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2462,PBI,LGA,11/30/2025 11:45am,11/30/2025 2:31pm,166,$819,https://www.jetblue.com/booking/cb-flights?from=PBI&to=LGA&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1962,PBI,LGA,11/30/2025 4:40pm,11/30/2025 7:33pm,173,$819,https://www.jetblue.com/booking/cb-flights?from=PBI&to=LGA&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 62,PBI,LGA,11/30/2025 7:12pm,11/30/2025 9:59pm,167,$589,https://www.jetblue.com/booking/cb-flights?from=PBI&to=LGA&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1288,PBI,PVD,11/30/2025 8:10am,11/30/2025 11:00am,170,$659,https://www.jetblue.com/booking/cb-flights?from=PBI&to=PVD&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2388,PBI,PVD,11/30/2025 4:47pm,11/30/2025 7:43pm,176,$509,https://www.jetblue.com/booking/cb-flights?from=PBI&to=PVD&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1687,PBI,PVD,11/30/2025 9:04pm,11/30/2025 11:53pm,169,$355,https://www.jetblue.com/booking/cb-flights?from=PBI&to=PVD&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 260,PHL,BOS,11/30/2025 6:00am,11/30/2025 7:24am,84,$239,https://www.jetblue.com/booking/cb-flights?from=PHL&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 360,PHL,BOS,11/30/2025 8:25am,11/30/2025 9:44am,79,$376,https://www.jetblue.com/booking/cb-flights?from=PHL&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 760,PHL,BOS,11/30/2025 4:46pm,11/30/2025 6:08pm,82,$560,https://www.jetblue.com/booking/cb-flights?from=PHL&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 860,PHL,BOS,11/30/2025 7:56pm,11/30/2025 9:17pm,81,$560,https://www.jetblue.com/booking/cb-flights?from=PHL&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 856,PLS,JFK,11/30/2025 12:45pm,11/30/2025 4:18pm,213,$1285,https://www.jetblue.com/booking/cb-flights?from=PLS&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 556,PLS,JFK,11/30/2025 3:42pm,11/30/2025 7:19pm,217,$1117,https://www.jetblue.com/booking/cb-flights?from=PLS&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1528,POP,JFK,11/30/2025 2:25pm,11/30/2025 5:10pm,225,$785,https://www.jetblue.com/booking/cb-flights?from=POP&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1818,POS,JFK,11/30/2025 6:07pm,11/30/2025 10:30pm,323,$452,https://www.jetblue.com/booking/cb-flights?from=POS&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 207,PQI,BOS,11/30/2025 5:45am,11/30/2025 7:22am,97,$61,https://www.jetblue.com/booking/cb-flights?from=PQI&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 368,PSE,MCO,11/30/2025 2:56am,11/30/2025 5:02am,186,$186,https://www.jetblue.com/booking/cb-flights?from=PSE&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 768,PSE,MCO,11/30/2025 5:06am,11/30/2025 7:15am,189,$186,https://www.jetblue.com/booking/cb-flights?from=PSE&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 468,PSE,MCO,11/30/2025 9:38am,11/30/2025 11:50am,192,$206,https://www.jetblue.com/booking/cb-flights?from=PSE&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 432,PUJ,SJU,11/30/2025 10:14am,11/30/2025 11:10am,56,$371,https://www.jetblue.com/booking/cb-flights?from=PUJ&to=SJU&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2632,PUJ,SJU,11/30/2025 2:10pm,11/30/2025 3:07pm,57,$442,https://www.jetblue.com/booking/cb-flights?from=PUJ&to=SJU&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2932,PUJ,SJU,11/30/2025 8:19pm,11/30/2025 9:13pm,54,$407,https://www.jetblue.com/booking/cb-flights?from=PUJ&to=SJU&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1129,PVD,JFK,11/30/2025 7:09am,11/30/2025 8:30am,81,$156,https://www.jetblue.com/booking/cb-flights?from=PVD&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2875,PVD,MCO,11/30/2025 5:01am,11/30/2025 8:09am,188,$462,https://www.jetblue.com/booking/cb-flights?from=PVD&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 275,PVD,MCO,11/30/2025 6:18pm,11/30/2025 9:22pm,184,$299,https://www.jetblue.com/booking/cb-flights?from=PVD&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1875,PVD,MCO,11/30/2025 9:59pm,11/30/2025 12:54am,175,$169,https://www.jetblue.com/booking/cb-flights?from=PVD&to=MCO&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1688,PVD,PBI,11/30/2025 8:10am,11/30/2025 11:19am,189,$395,https://www.jetblue.com/booking/cb-flights?from=PVD&to=PBI&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1287,PVD,PBI,11/30/2025 11:50am,11/30/2025 3:01pm,191,$315,https://www.jetblue.com/booking/cb-flights?from=PVD&to=PBI&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2387,PVD,PBI,11/30/2025 9:22pm,11/30/2025 12:25am,183,$99,https://www.jetblue.com/booking/cb-flights?from=PVD&to=PBI&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1891,PVD,RSW,11/30/2025 6:00am,11/30/2025 9:28am,208,$114,https://www.jetblue.com/booking/cb-flights?from=PVD&to=RSW&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1689,PVD,TPA,11/30/2025 4:05pm,11/30/2025 7:24pm,199,$452,https://www.jetblue.com/booking/cb-flights?from=PVD&to=TPA&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1282,RIC,BOS,11/30/2025 11:01am,11/30/2025 12:39pm,98,$410,https://www.jetblue.com/booking/cb-flights?from=RIC&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 382,RIC,BOS,11/30/2025 4:15pm,11/30/2025 5:52pm,97,$410,https://www.jetblue.com/booking/cb-flights?from=RIC&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1182,RIC,BOS,11/30/2025 7:33pm,11/30/2025 9:12pm,99,$410,https://www.jetblue.com/booking/cb-flights?from=RIC&to=BOS&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 185,ROC,JFK,11/30/2025 6:00am,11/30/2025 7:28am,88,$199,https://www.jetblue.com/booking/cb-flights?from=ROC&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1385,ROC,JFK,11/30/2025 9:45am,11/30/2025 11:03am,78,$269,https://www.jetblue.com/booking/cb-flights?from=ROC&to=JFK&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2204,RSW,BDL,11/30/2025 11:30am,11/30/2025 2:22pm,172,$806,https://www.jetblue.com/booking/cb-flights?from=RSW&to=BDL&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 412,RSW,EWR,11/30/2025 6:00am,11/30/2025 8:45am,165,$497,https://www.jetblue.com/booking/cb-flights?from=RSW&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 212,RSW,EWR,11/30/2025 10:30am,11/30/2025 1:22pm,172,$721,https://www.jetblue.com/booking/cb-flights?from=RSW&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1812,RSW,EWR,11/30/2025 7:27pm,11/30/2025 10:20pm,173,$721,https://www.jetblue.com/booking/cb-flights?from=RSW&to=EWR&depart=11%2F30%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
