Flight Number,Origin,Destination,Departure Datetime,Arrival Datetime,Elapsed Minutes,Cheapest Price,Search URL,Error Status,Equipment
B6 66,ABQ,JFK,10/01/2025 11:59pm,10/01/2025 6:16am,257,$136,https://www.jetblue.com/booking/cb-flights?from=ABQ&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1151,ACK,BOS,10/01/2025 12:29pm,10/01/2025 1:17pm,60,$74,https://www.jetblue.com/booking/cb-flights?from=ACK&to=BOS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2665,ACK,HPN,10/01/2025 2:16pm,10/01/2025 3:20pm,64,$94,https://www.jetblue.com/booking/cb-flights?from=ACK&to=HPN&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 92,ACK,JFK,10/01/2025 3:42pm,10/01/2025 5:00pm,78,$99,https://www.jetblue.com/booking/cb-flights?from=ACK&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 32,AMS,BOS,10/01/2025 11:20am,10/01/2025 1:35pm,495,$714,https://www.jetblue.com/booking/cb-flights?from=AMS&to=BOS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2289,AMS,JFK,10/01/2025 1:40pm,10/01/2025 4:09pm,509,$774,https://www.jetblue.com/booking/cb-flights?from=AMS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 676,BDL,JFK,10/01/2025 7:15am,10/01/2025 8:04am,49,$59,https://www.jetblue.com/booking/cb-flights?from=BDL&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 737,BDL,MCO,10/01/2025 9:23am,10/01/2025 12:20pm,177,$294,https://www.jetblue.com/booking/cb-flights?from=BDL&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 1241,BDL,PBI,10/01/2025 8:30am,10/01/2025 11:29am,179,$284,https://www.jetblue.com/booking/cb-flights?from=BDL&to=PBI&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1475,BDL,SJU,10/01/2025 8:15am,10/01/2025 12:04pm,229,$275,https://www.jetblue.com/booking/cb-flights?from=BDL&to=SJU&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,737.0
B6 533,BDL,TPA,10/01/2025 3:20pm,10/01/2025 6:20pm,180,$64,https://www.jetblue.com/booking/cb-flights?from=BDL&to=TPA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 662,BGI,JFK,10/01/2025 3:23pm,10/01/2025 8:30pm,307,$277,https://www.jetblue.com/booking/cb-flights?from=BGI&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1806,BNA,BOS,10/01/2025 10:45am,10/01/2025 2:27pm,162,$139,https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1306,BNA,BOS,10/01/2025 3:08pm,10/01/2025 7:11pm,183,$84,https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 506,BNA,BOS,10/01/2025 7:35pm,10/01/2025 11:12pm,157,$69,https://www.jetblue.com/booking/cb-flights?from=BNA&to=BOS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1074,BNA,JFK,10/01/2025 7:08am,10/01/2025 10:29am,141,$64,https://www.jetblue.com/booking/cb-flights?from=BNA&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1174,BNA,JFK,10/01/2025 1:53pm,10/01/2025 5:13pm,140,$64,https://www.jetblue.com/booking/cb-flights?from=BNA&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1352,BOS,ACK,10/01/2025 12:30pm,10/01/2025 1:21pm,51,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ACK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 31,BOS,AMS,10/01/2025 10:23pm,10/01/2025 11:35am,432,$513,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AMS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1097,BOS,ATL,10/01/2025 8:50am,10/01/2025 11:46am,176,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 697,BOS,ATL,10/01/2025 2:00pm,10/01/2025 4:50pm,170,$109,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 897,BOS,ATL,10/01/2025 7:10pm,10/01/2025 10:24pm,194,$109,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ATL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2173,BOS,AUA,10/01/2025 8:00am,10/01/2025 1:00pm,300,$444,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AUA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 791,BOS,AUS,10/01/2025 8:15am,10/01/2025 11:48am,273,$109,https://www.jetblue.com/booking/cb-flights?from=BOS&to=AUS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 203,BOS,BDA,10/01/2025 9:10am,10/01/2025 12:35pm,145,$194,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BDA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1807,BOS,BNA,10/01/2025 8:00am,10/01/2025 10:00am,180,$69,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1307,BOS,BNA,10/01/2025 12:24pm,10/01/2025 2:13pm,169,$229,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 507,BOS,BNA,10/01/2025 4:35pm,10/01/2025 6:40pm,185,$139,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BNA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1215,BOS,BUF,10/01/2025 7:20am,10/01/2025 8:53am,93,$55,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1115,BOS,BUF,10/01/2025 4:04pm,10/01/2025 5:51pm,107,$59,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 715,BOS,BUF,10/01/2025 7:02pm,10/01/2025 9:00pm,118,$55,https://www.jetblue.com/booking/cb-flights?from=BOS&to=BUF&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 33,BOS,CDG,10/01/2025 7:45pm,10/01/2025 9:15am,450,$399,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CDG&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 267,BOS,CHS,10/01/2025 9:24am,10/01/2025 12:07pm,163,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2067,BOS,CHS,10/01/2025 1:40pm,10/01/2025 4:16pm,156,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CHS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 641,BOS,CLE,10/01/2025 12:59pm,10/01/2025 3:05pm,126,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1341,BOS,CLE,10/01/2025 6:45pm,10/01/2025 9:04pm,139,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CLE&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 771,BOS,CUN,10/01/2025 8:10am,10/01/2025 11:55am,285,$587,https://www.jetblue.com/booking/cb-flights?from=BOS&to=CUN&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 455,BOS,DCA,10/01/2025 6:30am,10/01/2025 8:09am,99,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2355,BOS,DCA,10/01/2025 8:00am,10/01/2025 9:56am,116,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1055,BOS,DCA,10/01/2025 9:20am,10/01/2025 11:15am,115,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 55,BOS,DCA,10/01/2025 11:15am,10/01/2025 12:59pm,104,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 855,BOS,DCA,10/01/2025 2:40pm,10/01/2025 4:25pm,105,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1955,BOS,DCA,10/01/2025 4:10pm,10/01/2025 6:04pm,114,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2255,BOS,DCA,10/01/2025 6:59pm,10/01/2025 8:55pm,116,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DCA&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 393,BOS,DEN,10/01/2025 10:25am,10/01/2025 1:12pm,287,$154,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DEN&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 993,BOS,DEN,10/01/2025 7:55pm,10/01/2025 10:56pm,301,$88,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DEN&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 815,BOS,DFW,10/01/2025 8:20am,10/01/2025 11:49am,269,$129,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DFW&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1037,BOS,DTW,10/01/2025 7:45am,10/01/2025 9:58am,133,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1237,BOS,DTW,10/01/2025 2:20pm,10/01/2025 4:35pm,135,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1337,BOS,DTW,10/01/2025 6:40pm,10/01/2025 9:07pm,147,$104,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DTW&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 353,BOS,DUB,10/01/2025 9:45pm,10/01/2025 9:00am,375,$378,https://www.jetblue.com/booking/cb-flights?from=BOS&to=DUB&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1079,BOS,EDI,10/01/2025 10:58pm,10/01/2025 10:10am,372,$249,https://www.jetblue.com/booking/cb-flights?from=BOS&to=EDI&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 569,BOS,FLL,10/01/2025 6:40am,10/01/2025 10:12am,212,$123,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2469,BOS,FLL,10/01/2025 11:25am,10/01/2025 2:54pm,209,$174,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 69,BOS,FLL,10/01/2025 4:12pm,10/01/2025 7:54pm,222,$74,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 369,BOS,FLL,10/01/2025 7:46pm,10/01/2025 11:33pm,227,$74,https://www.jetblue.com/booking/cb-flights?from=BOS&to=FLL&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2033,BOS,IAH,10/01/2025 10:19am,10/01/2025 1:40pm,261,$129,https://www.jetblue.com/booking/cb-flights?from=BOS&to=IAH&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1293,BOS,ILM,10/01/2025 8:45am,10/01/2025 11:08am,143,$89,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ILM&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 109,BOS,JAX,10/01/2025 8:45am,10/01/2025 11:55am,190,$69,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 609,BOS,JAX,10/01/2025 2:00pm,10/01/2025 4:51pm,171,$69,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 917,BOS,JFK,10/01/2025 5:23am,10/01/2025 6:40am,77,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 417,BOS,JFK,10/01/2025 7:08am,10/01/2025 8:30am,82,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1117,BOS,JFK,10/01/2025 10:01am,10/01/2025 11:29am,88,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 717,BOS,JFK,10/01/2025 12:20pm,10/01/2025 1:39pm,79,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 617,BOS,JFK,10/01/2025 2:45pm,10/01/2025 4:07pm,82,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 517,BOS,JFK,10/01/2025 5:19pm,10/01/2025 6:59pm,100,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1617,BOS,JFK,10/01/2025 7:05pm,10/01/2025 8:54pm,109,$64,https://www.jetblue.com/booking/cb-flights?from=BOS&to=JFK&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1177,BOS,LAS,10/01/2025 8:00am,10/01/2025 10:59am,359,$167,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1577,BOS,LAS,10/01/2025 11:30am,10/01/2025 2:16pm,346,$219,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 977,BOS,LAS,10/01/2025 4:50pm,10/01/2025 7:55pm,365,$219,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 777,BOS,LAS,10/01/2025 7:09pm,10/01/2025 10:22pm,373,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAS&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 287,BOS,LAX,10/01/2025 7:00am,10/01/2025 10:15am,375,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 687,BOS,LAX,10/01/2025 9:00am,10/01/2025 12:18pm,378,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1487,BOS,LAX,10/01/2025 11:00am,10/01/2025 2:08pm,368,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 387,BOS,LAX,10/01/2025 2:45pm,10/01/2025 6:01pm,376,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 187,BOS,LAX,10/01/2025 6:59pm,10/01/2025 10:31pm,392,$134,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LAX&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2104,BOS,LGW,10/01/2025 9:48pm,10/01/2025 9:35am,407,$339,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LGW&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1620,BOS,LHR,10/01/2025 6:23pm,10/01/2025 6:30am,427,$339,https://www.jetblue.com/booking/cb-flights?from=BOS&to=LHR&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2261,BOS,MAD,10/01/2025 10:45pm,10/01/2025 11:30am,405,$323,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MAD&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 631,BOS,MCO,10/01/2025 10:35am,10/01/2025 2:04pm,209,$214,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2051,BOS,MCO,10/01/2025 11:45am,10/01/2025 3:08pm,203,$214,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1451,BOS,MCO,10/01/2025 1:30pm,10/01/2025 4:44pm,194,$265,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 451,BOS,MCO,10/01/2025 4:50pm,10/01/2025 8:19pm,209,$305,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 2251,BOS,MCO,10/01/2025 6:09pm,10/01/2025 9:39pm,210,$305,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MCO&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1039,BOS,MKE,10/01/2025 2:15pm,10/01/2025 3:43pm,148,$104,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MKE&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 301,BOS,MSY,10/01/2025 8:45am,10/01/2025 11:36am,231,$94,https://www.jetblue.com/booking/cb-flights?from=BOS&to=MSY&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 311,BOS,ORD,10/01/2025 7:00am,10/01/2025 8:56am,176,$59,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ORD&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 811,BOS,ORD,10/01/2025 4:40pm,10/01/2025 6:55pm,195,$59,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ORD&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 1813,BOS,ORF,10/01/2025 7:53am,10/01/2025 9:37am,104,$84,https://www.jetblue.com/booking/cb-flights?from=BOS&to=ORF&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
B6 21,BOS,PBI,10/01/2025 7:00am,10/01/2025 10:23am,203,$149,https://www.jetblue.com/booking/cb-flights?from=BOS&to=PBI&depart=10%2F01%2F2025&isMultiCity=false&noOfRoute=1&adults=1&children=0&infants=0&sharedMarket=false&roundTripFaresFlag=false&usePoints=false,OK,
